sensor1_x,sensor1_y,sensor2_x,sensor2_y
87.47063765749773,211.9183933026057,319.84057574546125,394.6327709744897
125.78263200191068,189.63153147926798,299.0712802877598,358.5901023152535
93.6995955060995,224.73533322975288,300.98905232322596,408.2581861084432
110.91375339408164,215.4915737307207,313.78197825860445,391.824562396208
126.60915297418414,200.4527047841092,294.259590900261,401.2917265927356
108.66975071155788,202.2463000869391,293.86313923321273,408.24109340441004
87.19887414591487,210.749470405456,278.4521896004278,393.2559768626569
101.873253631124,211.51888554056842,288.61223005244943,406.3921187860205
88.76786384473455,182.01055048166035,293.2735120012284,411.0779697923646
110.8550822785817,226.72706431210148,327.21585040646215,406.65965811883024
94.04775948476026,187.293849400632,290.4175957010476,404.52547342192037
105.46607352334634,222.46650543125835,306.8472071744905,392.5669025692712
97.89177700134871,173.76786836027924,318.2563416959554,392.90841759696906
94.47323613664233,223.4055112770074,296.49901569134494,391.18806692808647
102.37145206156013,188.87038282465667,293.49454712456566,392.6863469529001
100.38810948655174,208.80061317158447,321.43965549831313,402.5935050210567
109.09162008010327,196.60534777781135,319.42069817621416,416.9534257501956
48.50347760423565,166.54991505480703,314.2960227088819,422.3720916379302
77.50282252255289,220.5388706792337,303.992386521244,395.5698767084868
108.52114249539324,238.79730683755068,312.1690050182998,399.43384604273916
139.6023389465904,207.7009378913331,285.7899189068933,409.9826643090037
104.49907052366392,223.69095776641618,296.72882148677513,416.9275929380233
133.8264471829299,215.8327657178567,283.317486004737,403.90956230827726
90.04972079327445,209.07775689516038,300.917501529252,395.84595832200176
99.80516323746599,175.14442412648881,249.8088677882426,375.3721622747554
87.7475762385491,228.62393367755556,299.8737923409628,415.6569985366376
86.77814129262558,216.70644780471903,282.8292068258104,408.2352458375739
109.09714876567482,175.15202065164917,274.86441183178545,416.50880192631263
90.43845282882128,211.49589000014677,302.10359128361625,401.6832996816353
97.72876191796239,191.4108556209618,324.20330721109525,373.472902650837
82.11286614075523,211.00492983887898,291.16081970243937,378.0152031013357
108.65340768410233,165.0298844005377,285.3204763072278,376.62193802703604
105.93108091171928,190.41657065605966,326.43666603239774,388.89607458716875
106.57633789844061,193.97695625656792,305.6329657575118,392.7066014186574
82.39892488697961,183.46006906881047,307.1190479793529,395.9315199137987
94.71192044283907,230.40507547478688,306.1994812800989,395.79869531411606
120.79584242347751,167.72312485863685,309.2217390279516,391.9407935698263
95.63007171793228,205.2700083137036,276.99829346799885,389.00069801644
72.74260899380147,218.8723465842682,290.8722935304181,400.67878244049433
83.85121508734724,187.48916980525365,287.96777832019353,389.6805587902815
123.01390633280319,197.24260624433927,322.9088959885001,377.0086136976526
93.69614065080808,188.48698934593543,293.1637627601248,408.7609846319827
92.21657397464585,206.13189934285833,273.158451246075,428.20809592608106
111.45513735660873,210.3186649945262,312.63828194422655,378.9102712814999
111.68525319743262,191.02313360781795,315.94482734435616,412.9034427646533
76.93269941882419,223.35929489806378,276.2348909165338,404.61374787007253
120.58729635113477,215.5267559995356,303.1221301089712,398.43261679152937
106.79806391886378,179.2767801878829,319.0659805546123,406.6589246664983
105.28481325318192,198.56413066857502,339.2017099662851,393.4873107520758
83.1292592075919,190.92842083701294,323.0010400679024,373.45549233985923
95.72284582573536,219.79322807941912,312.0112868869703,408.14503657717916
92.42817578495224,199.92329437434285,292.9278400461742,365.78153805546657
108.08813631278518,218.06457538226599,284.99921359279165,442.2558391816015
99.70659239537744,212.65368749013214,281.8344755567309,388.4745571673104
97.30836351861973,204.64922201916664,308.7020873970865,384.8289696566302
76.08965959746557,227.9319185797539,306.254169931793,392.6036277542175
109.8326301257814,196.31214436382004,305.80372429753567,420.9102671502778
93.31558754100485,183.2121983090717,287.65291582366416,389.5014556324441
86.48199078594139,173.66327183212562,273.5283499843343,409.3164354190368
95.6828030158996,225.20069932926307,292.48962240937146,397.500062249565
94.36035835005637,244.72963419829813,328.98733597076324,386.60183925005714
106.53744606400701,177.71310608081043,294.2618068190744,374.4946311174492
98.21361448710762,197.99972411507866,283.45795976725867,410.00598744970085
109.24147330454177,203.7917294662915,302.8089638887775,401.69933183122686
92.75615550492097,197.97791399547324,319.5604693787763,389.2485604861023
77.62148481690514,213.89347524473368,318.29415355329695,388.6735566196114
99.89075616845591,206.07128044218362,298.07736882447864,398.7125900296838
119.90719029415898,192.67504105505978,296.9130813801506,379.41212830192046
82.66869302504841,208.68949569863648,305.99334183160244,396.04902407447645
105.24824052791419,205.6309947472444,311.39626846906214,382.7626872041654
121.43788381728143,196.94419024184035,310.47287311260703,392.1915596009382
93.12852360191724,193.4533859931417,304.8372037604071,403.0581128708808
96.34405861844317,211.76073476913243,286.18819538750733,417.6733076757565
113.14438455672969,201.99213485326422,302.9980075506304,389.75780065586383
120.7704820742655,188.6584390560691,280.9484371199694,391.25314550845854
98.43955235420944,205.84579503900355,300.8455247079282,400.30529513619666
105.0679356472252,187.355028954642,302.3810075919476,392.5676307988844
96.17834082647168,196.05186756058708,318.12207990052224,404.58307391597555
90.82970457581672,215.89218442809513,299.086784214769,406.8275725505632
93.46932627686593,209.41822628417444,306.86673729400087,407.199731927052
111.39192598789488,200.68116099757717,299.9557263699941,403.63041341215296
75.52879637216236,190.14716821039298,272.8590052999697,382.6458295884675
95.76673984149916,179.73419188309174,274.9419898135166,410.48882047070555
126.9677735914934,206.71850890413248,293.79869282516194,413.6159710074829
103.75253242381692,188.59256025689118,277.4505962910372,402.36084637390013
97.74588957886661,208.72886816716897,286.5849830943494,399.46283121579006
117.07380302586787,185.2950769526009,309.1413033184232,408.8588750416655
92.34075105435802,210.5861192638221,295.49543569746794,389.7005564429512
97.74706022139955,202.67764468479882,312.99172701841195,393.26074922318946
132.3225079765686,218.45983500073245,314.5998189047366,414.1007414829793
109.29824329023837,200.03570058385148,290.8881094988881,412.45390610107364
82.48054990879677,201.77603861437694,285.1472370926749,403.2338553778204
94.92974636964671,214.25372673540656,315.1309031612783,400.5710818313601
97.94695198650567,205.85877810058454,295.93999488134654,411.60011189232796
91.27879157987181,210.1485035254901,298.2876472875213,418.9954641225884
103.87026185078354,222.03335936529206,300.16673612022345,380.7978923447202
94.14383098336941,200.35528258272984,287.3182269901155,409.8508470673509
99.58751002323092,205.56847941808928,285.47264653194804,390.1964499744804
79.2619720657,175.9273565860751,301.96087233290655,399.21507981116935
106.34933946360312,202.10993365662296,335.86997953520637,385.8515450470213
100.22482229373888,230.07857384430616,319.7318504820906,399.5450213489912
108.16489341309564,196.8447171942311,290.5241064171061,378.7209250138455
87.11596652261298,181.58139126391828,314.59641275200795,421.0785886327691
