sensor1_x_Kur,sensor1_y_Kur
0.016552007922495605,0.0018648342313447852
0.020339276841918563,0.003752607222029096
0.013210316999290884,0.0028033516425839296
0.0238749579958064,0.005329774666596126
0.011496526732303431,0.004218652148486657
0.016214469604044605,0.004981510820687321
0.012174219945595047,0.006085730788215769
0.019269225930438928,0.0054164438949629
0.021571125030469172,0.0059145460295883185
0.021027140297839326,0.003486807641832546
0.016628358002095354,0.0076956998810432
0.015561836444763976,0.0072083439312684815
0.02349084825817713,0.0060417607629168505
0.016835364934039018,0.007951218981982928
0.012094667475058864,0.007114343824565569
0.01764350522659245,0.007621284624554514
0.01686491483461434,0.009517174572528445
0.013713065956458794,0.007214848063319276
0.022494160797343937,0.006888448353819977
0.011451544575127247,0.00628521386569708
0.018309337405457704,0.0056366308462162465
0.015872864363855026,0.008667522334995894
0.018532308370045165,0.007970849409330493
0.017953684144426173,0.008152948768781145
0.018949433895781055,0.005976178947580117
0.016392326347149093,0.007609448863005531
0.012463946633772998,0.007402882262379497
0.0179466986722403,0.005897768506748617
0.013740399227876515,0.006977006318496017
0.011028093051306736,0.007326123486952417
0.009529915093436375,0.007710382574232594
0.01415729226950559,0.007534971183838194
0.011429716185748088,0.008635335828185048
0.015462206291969394,0.007174722141426269
0.014726690260635757,0.007804188948474724
0.015854347582911557,0.006854228318962966
0.019117768242867622,0.0077536584246171774
0.013185534435347333,0.007812444731665258
0.016532414539291707,0.006615131831857838
0.013319971058577703,0.008600050970944458
0.014471514512927485,0.007781127840237312
0.013273542664091425,0.00824572298877023
0.014348739618832176,0.007349315125054259
0.015247108664944707,0.006462630072706646
0.014883947450568594,0.007637177232979713
0.019363854554024833,0.00782793845089451
0.011420552698185517,0.00736684646138758
0.015895693262742462,0.0077449821871844885
0.01708545847164635,0.008808885554684879
0.014663160398360693,0.007484160772020601
0.014373027926304151,0.010687984181424557
0.019198971486136727,0.011879195213499956
0.01588078196766317,0.022397716699632687
0.02356098604075852,0.018198410683438526
0.023142327218042852,0.02030992682575859
0.0164208849539212,0.02711216301988559
0.02246283059367335,0.03355133573078683
0.01410527916253306,0.020330990907102088
0.018519047765117296,0.021351306034547535
0.020102760985895616,0.031980416807793066
0.01970445833584155,0.029829347313892574
0.01870542472641845,0.03380362725699448
0.020983440278555924,0.03404275562781833
0.01870422164557144,0.03411847423711712
0.021899281334631916,0.03461193104116599
0.014592683186933773,0.027822627933855506
0.01699217322817775,0.03862151915217696
0.013934200480129898,0.03324394940575018
0.022055202431928888,0.02815632872816895
0.014232388315711905,0.03235787018258091
0.018328067274527255,0.02269331864504542
0.025074153348932857,0.032577608889854205
0.03425946046375437,0.04181108588100984
0.017347985883506993,0.03134079050769573
0.012688566552640794,0.037270634298783176
0.024085908176094212,0.04181828700177931
0.0130763763403527,0.043323837424507745
0.02201073718447085,0.02981219333563529
0.02122189468505533,0.02853502177867587
0.024206686746376112,0.032969935225265
0.026766021949452,0.044106292440795836
0.019558486690907626,0.032375453064067354
0.015558199026308473,0.011883748693922747
0.017438293918782606,0.015812919800195346
0.0132918587825825,0.013116025815909836
0.014112947248700169,0.014676735718867294
0.020076838352909084,0.014941836554285512
0.01654016530695876,0.015150179210856091
0.025444505159969998,0.012630131806790703
0.01569607432540996,0.014017729961945917
0.01828522993887209,0.019014347988403527
0.02051462686903732,0.012843197589448326
0.020576688595527148,0.019151530094439876
0.016667807329920327,0.012606034993091502
0.014173251345105413,0.012627935803108104
0.02268596263727,0.015281697315013163
0.019094803279454394,0.01312377540432344
0.018814075640467987,0.00961301912768876
0.018116545209533687,0.011063962866134645
0.02038104052703296,0.014854903634775433
0.012213436530992869,0.009994660086424747
0.024133550181996134,0.015680133033660133
0.02250093887129783,0.014734137173746609
0.01228964883080672,0.014901647292290463
0.019766463029074553,0.015989700640157006
0.01675498957073263,0.012516516884096806
0.017974402347801042,0.015942147138614554
0.014367231871855438,0.015052240254301798
0.014558241503083848,0.0108220389181006
0.02092491688336582,0.016562063084382884
0.01687148707347723,0.01735015506465516
0.01817464771010569,0.007706002343331987
0.022467891702058984,0.020295063125796705
0.01558623402781482,0.01221382003424482
0.017153689999508677,0.0103423146195026
0.021529219128868723,0.011876189537803549
0.024384070848401544,0.012650752960589826
0.014074927421273422,0.01430327870995764
0.02831351962422592,0.0095264971216439
0.0194626141776292,0.015352771280843194
0.019650602398394838,0.011287149487303359
0.015997609490699043,0.017011437531620016
0.01633521389823022,0.012659797758568625
0.01392087246015765,0.015622683138653046
0.017709981681847425,0.011827240891021539
0.020195568653818934,0.016922209803886604
0.020259062582539216,0.010759328275732826
0.022845517026576907,0.016944802493597706
0.01649963263452009,0.012876834338037272
0.02406659343265613,0.017461012141231528
0.023650598871700918,0.015344735813159814
0.023441997141092418,0.00993593102867577
0.017334394994190205,0.014730416413427096
0.023910976986434167,0.014248310484467876
0.01668676382096972,0.0114753997521827
0.017204096446440963,0.012346459283558826
0.02055835530178098,0.01626185367237639
0.017445874926722896,0.013810222719935048
0.01948289850621155,0.015957847284839077
0.02049950917647372,0.01738669166170658
0.013500820188199543,0.013641112021238667
0.014169739569087826,0.015787061916304922
0.015349864551193054,0.019146037859254065
0.020297992107968232,0.012638476735269607
0.02337175992114074,0.016280052682351023
0.02275798528184127,0.0208969964106489
0.017869984394376443,0.02050137779534632
0.01593919088584423,0.015416867190123003
0.01584101929071313,0.017019994582792818
0.015975890124542633,0.013111512163788286
0.022133958902166087,0.01994137171874736
0.02354101797409721,0.017192411768434383
0.026163527394246953,0.01992134058819911
0.02313267153510713,0.021744224551447377
0.014426445545085759,0.012271242126885717
0.020763656845943754,0.016779904718702263
0.022183596442118543,0.020554904712694586
0.025509336729170082,0.016590227000298993
0.014229175410684006,0.016200086468196616
0.020415661317522333,0.01852037371152355
0.01472823938762959,0.013523622763566933
0.022407080580935892,0.02866095863928701
0.016980097724687025,0.015402461617392072
0.02283093847510127,0.015377533513278283
0.023141262621296777,0.023589232598188
0.014599364769452526,0.01965166401419528
0.01783818619282962,0.01693302705045532
0.017654463309031972,0.01499098838357435
0.016088982024694068,0.014258362342455661
0.02036644455696032,0.014922689605667484
0.01697286911501127,0.016384951324716245
0.018665799778450405,0.015386534705223725
0.02266842837022004,0.019666968978182323
0.019583889205882013,0.017833992307056765
0.019661244632771753,0.015177595431694618
0.01831523845732831,0.020972169270224234
0.02589537046705436,0.015637480449020878
