,sensor1_x,sensor1_y,sensor2_x,sensor2_y,RESULT
0,87.47063765749773,211.9183933026057,319.84057574546125,394.6327709744897,1
1,125.78263200191068,189.631531479268,299.0712802877598,358.5901023152535,0
2,93.6995955060995,224.73533322975288,300.989052323226,408.2581861084432,1
3,110.91375339408164,215.4915737307207,313.78197825860445,391.824562396208,1
4,126.60915297418414,200.4527047841092,294.259590900261,401.2917265927356,1
5,108.66975071155788,202.2463000869391,293.86313923321273,408.2410934044101,1
6,87.19887414591487,210.749470405456,278.4521896004278,393.2559768626569,0
7,101.873253631124,211.5188855405684,288.61223005244943,406.3921187860205,1
8,88.76786384473455,182.01055048166037,293.2735120012284,411.0779697923646,0
9,110.8550822785817,226.72706431210148,327.2158504064621,406.65965811883024,1
10,94.04775948476026,187.293849400632,290.4175957010476,404.5254734219204,0
11,105.46607352334634,222.46650543125835,306.8472071744905,392.5669025692712,1
12,97.89177700134871,173.76786836027924,318.2563416959554,392.90841759696906,0
13,94.47323613664231,223.4055112770074,296.49901569134494,391.18806692808647,1
14,102.37145206156012,188.87038282465667,293.49454712456566,392.6863469529001,0
15,100.38810948655174,208.80061317158447,321.4396554983132,402.5935050210567,1
16,109.09162008010328,196.60534777781132,319.42069817621416,416.9534257501956,1
17,48.50347760423565,166.54991505480703,314.2960227088819,422.3720916379302,0
18,77.50282252255289,220.5388706792337,303.992386521244,395.5698767084868,0
19,108.52114249539324,238.79730683755068,312.1690050182998,399.4338460427392,1
20,139.6023389465904,207.7009378913331,285.7899189068933,409.9826643090037,1
21,104.49907052366392,223.69095776641615,296.72882148677513,416.9275929380233,1
22,133.8264471829299,215.8327657178567,283.317486004737,403.90956230827726,1
23,90.04972079327445,209.0777568951604,300.917501529252,395.84595832200176,0
24,99.805163237466,175.1444241264888,249.8088677882426,375.3721622747554,0
25,87.7475762385491,228.6239336775556,299.8737923409628,415.6569985366376,1
26,86.77814129262558,216.70644780471903,282.8292068258104,408.2352458375739,0
27,109.09714876567482,175.15202065164917,274.86441183178545,416.50880192631263,0
28,90.43845282882128,211.4958900001468,302.10359128361625,401.6832996816353,1
29,97.7287619179624,191.4108556209618,324.20330721109525,373.472902650837,0
30,82.11286614075523,211.00492983887895,291.16081970243937,378.0152031013357,0
31,108.65340768410232,165.0298844005377,285.3204763072278,376.621938027036,0
32,105.93108091171928,190.4165706560597,326.43666603239774,388.8960745871688,1
33,106.5763378984406,193.97695625656792,305.6329657575118,392.7066014186574,0
34,82.39892488697961,183.46006906881047,307.1190479793529,395.9315199137987,0
35,94.71192044283907,230.40507547478688,306.1994812800989,395.79869531411606,1
36,120.79584242347752,167.72312485863685,309.2217390279516,391.9407935698263,0
37,95.63007171793228,205.2700083137036,276.99829346799885,389.00069801644,0
38,72.74260899380147,218.8723465842682,290.8722935304181,400.67878244049433,0
39,83.85121508734724,187.48916980525365,287.9677783201936,389.6805587902815,0
40,123.0139063328032,197.24260624433927,322.9088959885001,377.0086136976526,1
41,93.69614065080808,188.48698934593543,293.1637627601248,408.7609846319827,0
42,92.21657397464584,206.13189934285836,273.158451246075,428.20809592608106,0
43,111.45513735660872,210.3186649945262,312.6382819442265,378.9102712814999,1
44,111.68525319743262,191.02313360781795,315.94482734435616,412.9034427646533,1
45,76.93269941882419,223.35929489806375,276.2348909165338,404.6137478700725,0
46,120.58729635113475,215.5267559995356,303.1221301089712,398.43261679152937,1
47,106.79806391886378,179.2767801878829,319.0659805546123,406.6589246664983,1
48,105.28481325318192,198.56413066857505,339.2017099662851,393.4873107520758,1
49,83.1292592075919,190.9284208370129,323.0010400679024,373.4554923398592,0
50,95.72284582573536,219.79322807941912,312.0112868869703,408.1450365771792,1
51,92.42817578495224,199.92329437434285,292.9278400461742,365.78153805546657,0
52,108.08813631278518,218.064575382266,284.99921359279165,442.2558391816015,1
53,99.70659239537744,212.6536874901321,281.8344755567309,388.4745571673104,0
54,97.30836351861971,204.64922201916664,308.7020873970865,384.8289696566302,0
55,76.08965959746557,227.9319185797539,306.254169931793,392.6036277542175,1
56,109.8326301257814,196.31214436382004,305.80372429753567,420.9102671502778,1
57,93.31558754100485,183.2121983090717,287.65291582366416,389.5014556324441,0
58,86.48199078594139,173.66327183212562,273.5283499843343,409.3164354190368,0
59,95.6828030158996,225.20069932926307,292.48962240937146,397.500062249565,1
60,94.36035835005636,244.72963419829813,328.98733597076324,386.60183925005714,1
61,106.537446064007,177.71310608081043,294.2618068190744,374.4946311174492,0
62,98.21361448710762,197.99972411507864,283.45795976725867,410.00598744970085,0
63,109.24147330454176,203.7917294662915,302.8089638887775,401.69933183122686,1
64,92.75615550492095,197.97791399547324,319.5604693787763,389.2485604861023,0
65,77.62148481690514,213.89347524473368,318.2941535532969,388.6735566196114,0
66,99.89075616845592,206.0712804421836,298.07736882447864,398.7125900296838,1
67,119.90719029415898,192.67504105505975,296.9130813801506,379.41212830192046,0
68,82.66869302504841,208.68949569863648,305.99334183160244,396.0490240744765,0
69,105.2482405279142,205.6309947472444,311.39626846906214,382.7626872041654,1
70,121.43788381728145,196.94419024184035,310.47287311260703,392.1915596009382,1
71,93.12852360191724,193.4533859931417,304.8372037604071,403.0581128708808,0
