,sensor1_x_Kur,sensor1_y_Kur,RESULT
0,0.0159518022325887,0.0012789445849895,0
1,0.0122676974774394,0.0014881542848386,0
2,0.0118194626758608,0.002103745815949,0
3,0.0117653298584596,0.0022122090416896,0
4,0.0126177685741895,0.0039390301366374,0
5,0.0147669128681929,0.0032733252522339,0
6,0.0111917103273819,0.0033105526280782,0
7,0.0107795210388503,0.0039457386307499,0
8,0.0135344219925496,0.003719459047255,0
9,0.0170512555419577,0.0032835513874486,0
10,0.0085861638997978,0.004020993776152,0
11,0.0119787308560888,0.0046456612515631,0
12,0.0092215871993292,0.0041103589581512,0
13,0.0130391623500771,0.0045211209896682,0
14,0.0117423331657905,0.0031585947407758,0
15,0.0159687000491203,0.0046565951168048,0
16,0.0117253192709956,0.005361480150575,0
17,0.012378193605777,0.0050478269399239,0
18,0.0100579350125134,0.0067801541984378,0
19,0.0129866823652698,0.0049361897611516,0
20,0.01611174379509,0.005191297080415,0
21,0.0107426453332376,0.0057944792607357,0
22,0.0158874132318036,0.0048776136187784,0
23,0.0180957141596206,0.0054744168681743,0
24,0.0130613109815237,0.0055546050562763,0
25,0.0112563906266232,0.0048715929409397,0
26,0.0118229924182207,0.0055122756250225,0
27,0.0130095033980142,0.0051329353350383,0
28,0.0115481752061447,0.0053507891742954,0
29,0.017214983894007,0.0068801724369825,0
30,0.0118199839371871,0.0058562415431768,0
31,0.014113797107498,0.0060948162413935,0
32,0.0103956165190661,0.0047046170732425,0
33,0.0146770679934938,0.0057179870238487,0
34,0.014864483046612,0.0066081762715685,0
35,0.0142668595804401,0.0050162462166747,0
36,0.0132489708994302,0.0049967078461775,0
37,0.0134258556601772,0.006354638202632,0
38,0.0133251048350354,0.0054813673168653,0
39,0.0118784240695855,0.0049460126447876,0
40,0.0149400908857067,0.0053707098865358,0
41,0.0131314307757564,0.0053253277455822,0
42,0.0121175602575145,0.0060914509202888,0
43,0.0124536803346537,0.0060331347490434,0
44,0.0145461518995618,0.0072096513307569,0
45,0.0088355257736779,0.0059425154845297,0
46,0.0132470686044834,0.0054703859864989,0
47,0.009411879519501,0.0045994083798236,0
48,0.0101552856793946,0.0045023136385578,0
49,0.0103180219482132,0.0054114615294069,0
50,0.0112580982542945,0.0055512817206393,0
51,0.0129464228592581,0.0056822831813728,0
52,0.0097348006560716,0.0068519985830256,0
53,0.0088571961761258,0.0069546984903173,0
54,0.0123206495617591,0.0066844142290514,0
55,0.0124930180232556,0.0056947279763589,0
56,0.0100484033697832,0.0068103891027925,0
57,0.0088218325960629,0.0050265710711712,0
58,0.0106870114559272,0.0055436116218314,0
59,0.0109663169460775,0.0074735691807783,0
60,0.0112683849822407,0.0054853634171919,0
61,0.013290693194484,0.0058393715822761,0
62,0.009129627373794,0.0048542204546049,0
63,0.0102308750610912,0.0057861231839003,0
64,0.0117057251407457,0.0065696251968735,0
65,0.0105946359974286,0.0050840907620438,0
66,0.0134322967714873,0.0051632241807824,0
67,0.0128595203021094,0.0071177153878809,0
68,0.0116482388085903,0.0072654594806901,0
69,0.0113628891241093,0.0079526059746132,0
70,0.0114043249111388,0.0059991787306539,0
71,0.0140424737448429,0.0062773362047604,0
72,0.0107378587642563,0.0067227342425034,0
73,0.0156903912546404,0.0070936333625581,0
74,0.0104104949957212,0.0044601893392655,0
75,0.012753026162766,0.0068687947477815,0
76,0.0114632701879539,0.0073948215776487,0
77,0.0135144750981292,0.0077234628768712,0
78,0.0098386021957781,0.0059272683925522,0
79,0.0125329494286279,0.0056731787134565,0
80,0.0109815589479889,0.0073096040122913,0
81,0.0091366243268465,0.0057966821365444,0
82,0.0076882520348535,0.0060941863266457,0
83,0.0080968545498197,0.0058166366765947,0
84,0.0118963897781202,0.0059056761038588,0
85,0.0094670783802896,0.0071834624796059,0
86,0.0116853350603667,0.0065951418990915,0
87,0.0101251118119484,0.0076705125052149,0
88,0.0068438806274329,0.0073237344838064,0
89,0.0099670736810047,0.0066581355226981,0
90,0.0082379080224384,0.0088618250262793,0
91,0.0108931932888273,0.0074373366463671,0
92,0.0111836669533517,0.009212396317231,0
93,0.0114087801294377,0.0073928498832293,0
94,0.0099031250741369,0.0070449543922051,0
95,0.0089636971998421,0.0066750927629769,0
96,0.009783620299119,0.0060047138164145,0
97,0.013585476098826,0.0061203651570314,0
98,0.0118330448687109,0.006834000305691,0
99,0.0094732929068699,0.006622727450694,0
100,0.0165520079224956,0.0018648342313447,1
101,0.0203392768419185,0.003752607222029,1
102,0.0132103169992908,0.0028033516425839,1
103,0.0238749579958064,0.0053297746665961,1
104,0.0114965267323034,0.0042186521484866,1
105,0.0162144696040446,0.0049815108206873,1
106,0.012174219945595,0.0060857307882157,1
107,0.0192692259304389,0.0054164438949629,1
108,0.0215711250304691,0.0059145460295883,1
109,0.0210271402978393,0.0034868076418325,1
110,0.0166283580020953,0.0076956998810432,1
111,0.0155618364447639,0.0072083439312684,1
112,0.0234908482581771,0.0060417607629168,1
113,0.016835364934039,0.0079512189819829,1
114,0.0120946674750588,0.0071143438245655,1
115,0.0176435052265924,0.0076212846245545,1
116,0.0168649148346143,0.0095171745725284,1
117,0.0137130659564587,0.0072148480633192,1
118,0.0224941607973439,0.0068884483538199,1
119,0.0114515445751272,0.006285213865697,1
120,0.0183093374054577,0.0056366308462162,1
121,0.015872864363855,0.0086675223349958,1
122,0.0185323083700451,0.0079708494093304,1
123,0.0179536841444261,0.0081529487687811,1
124,0.018949433895781,0.0059761789475801,1
125,0.016392326347149,0.0076094488630055,1
126,0.0124639466337729,0.0074028822623794,1
127,0.0179466986722403,0.0058977685067486,1
128,0.0137403992278765,0.006977006318496,1
129,0.0110280930513067,0.0073261234869524,1
130,0.0095299150934363,0.0077103825742325,1
131,0.0141572922695055,0.0075349711838381,1
132,0.011429716185748,0.008635335828185,1
133,0.0154622062919693,0.0071747221414262,1
134,0.0147266902606357,0.0078041889484747,1
135,0.0158543475829115,0.0068542283189629,1
136,0.0191177682428676,0.0077536584246171,1
137,0.0131855344353473,0.0078124447316652,1
138,0.0165324145392917,0.0066151318318578,1
139,0.0133199710585777,0.0086000509709444,1
140,0.0144715145129274,0.0077811278402373,1
141,0.0132735426640914,0.0082457229887702,1
142,0.0143487396188321,0.0073493151250542,1
143,0.0152471086649447,0.0064626300727066,1
144,0.0148839474505685,0.0076371772329797,1
145,0.0193638545540248,0.0078279384508945,1
146,0.0114205526981855,0.0073668464613875,1
147,0.0158956932627424,0.0077449821871844,1
148,0.0170854584716463,0.0088088855546848,1
149,0.0146631603983606,0.0074841607720206,1
150,0.0143730279263041,0.0106879841814245,1
151,0.0191989714861367,0.0118791952134999,1
152,0.0158807819676631,0.0223977166996326,1
153,0.0235609860407585,0.0181984106834385,1
154,0.0231423272180428,0.0203099268257585,1
155,0.0164208849539212,0.0271121630198855,1
156,0.0224628305936733,0.0335513357307868,1
157,0.014105279162533,0.020330990907102,1
158,0.0185190477651172,0.0213513060345475,1
159,0.0201027609858956,0.031980416807793,1
160,0.0197044583358415,0.0298293473138925,1
161,0.0187054247264184,0.0338036272569944,1
162,0.0209834402785559,0.0340427556278183,1
163,0.0187042216455714,0.0341184742371171,1
164,0.0218992813346319,0.0346119310411659,1
165,0.0145926831869337,0.0278226279338555,1
166,0.0169921732281777,0.0386215191521769,1
167,0.0139342004801298,0.0332439494057501,1
168,0.0220552024319288,0.0281563287281689,1
169,0.0142323883157119,0.0323578701825809,1
170,0.0183280672745272,0.0226933186450454,1
171,0.0250741533489328,0.0325776088898542,1
172,0.0342594604637543,0.0418110858810098,1
173,0.0173479858835069,0.0313407905076957,1
174,0.0126885665526407,0.0372706342987831,1
175,0.0240859081760942,0.0418182870017793,1
176,0.0130763763403527,0.0433238374245077,1
177,0.0220107371844708,0.0298121933356352,1
178,0.0212218946850553,0.0285350217786758,1
179,0.0242066867463761,0.032969935225265,1
180,0.026766021949452,0.0441062924407958,1
